;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152
At2g21790-9	A	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	A	B	B	B	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	A	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	A	A	B	A	A	A	B	B
At2g21870-11	A	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	A	B	B	B	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	A	B	A	A	B	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	A	B	B	B	A	B	B	A	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	A	A	B	A	A	A	B	B
At2g22170-3	A	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	A	B	B	A	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	A	A	B	A	A	A	B	B
At2g22500-8	A	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	A	B	B	A	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	A	B	A	A	A	B	B
At2g22900-4	A	B	A	B	B	B	A	A	B	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	A	B	B	A	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	B	B	A	B	B	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g22980-2	A	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	A	B	B	A	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	B	B	A	B	B	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g24150-9	B	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	-	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g24180-3	B	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	A	A	B	A	B	A	A	B	B	A	A	A	B	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g24280-10	B	B	A	B	B	B	A	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	B	A	A	B	-	B	A	B	B	B	A	A	-	B	-	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g24762-3	B	B	A	B	B	B	A	A	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g25250-6	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g25355-11	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
MSAT2.41	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	A	B	A	B	B	B	A	-	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	B	B	A	B	-	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	B
At2g26640-4	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	A	A	A	B	B
At2g26740-2	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	A	A	A	B	B
At2g27190-3	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	B	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	A	A	A	B	B
At2g27450-6	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	B	B
At2g28430-4	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	B	B
At2g28940-6	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	B	B
At2g30160-6	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g30490-2	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	B	B	B	A	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	A	A	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
MSAT2.7	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	A	-	B	B	A	B	B	B	A	-	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	B	A	B	A	B	-	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g31040-11	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g32090-3	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g32100-9	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g32560-3	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	A	A	A	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	A	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g34260-9	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	A	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g34520-10	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	B	B
At2g35750-8	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	A	B	A	B	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	B	B	A	B	B	B	B	A	A	B	B
At2g36310-4	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	A	B	A	B	A	B	B	B	A	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g36400-3	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	-	B	B	B	A	B	B	A	B	A	B	A	B	B	B	A	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	-	B	B	B	A	A	B	B
At2g36930-11	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	A	B	A	B	A	B	B	B	A	A	A	B	B	B	B	B	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g37540-9	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	A	B	A	B	A	B	B	B	A	A	A	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g37660-1	B	B	A	B	B	B	A	B	A	A	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	A	B	A	B	A	B	B	B	A	A	A	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g37970-1	B	B	A	B	B	B	A	B	A	A	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	A	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	A	B	A	A	A	B	B	B	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g38170-5	B	B	A	B	B	B	A	B	A	A	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	A	B	A	B	A	A	A	B	B	B	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g38790-2	B	B	A	B	B	B	A	B	A	A	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	B	A	B	-	A	A	B	B	B	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g39130-7	B	B	A	B	B	B	A	B	A	A	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	A	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	A	B	B	A	A	B	A	B	A	A	A	B	B	B	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g39390-10	B	B	A	B	B	B	A	B	A	A	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	B	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	A	B	B	A	A	B	A	B	A	A	A	B	B	B	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	A	B	A	A	B	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g40060-1	B	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	B	B	B	B	A	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	A	B	B	A	A	B	A	B	A	A	A	B	B	A	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	A	B	A	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	A	A	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g40600-11	B	-	A	B	B	B	A	B	A	B	B	B	B	B	B	A	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	B	B	B	B	A	B	A	B	B	B	A	B	B	A	B	B	B	B	A	B	A	B	A	A	B	B	A	A	B	A	B	A	A	A	B	B	A	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	A	B	A	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	A	A	B	A	A	B	A	A	B	B	B	A	A	B	B
At2g42210-8	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	A	B	B	B	A	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	B	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	A	A	B	B	A	A	B	A	B	A	A	A	B	B	A	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	A	B	A	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	A	A	B	B
At2g42680-9	B	B	A	B	B	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	B	A	A	B	A	B	B	B	A	A	A	B	B	A	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	B	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	B	B	A	A	A	B	A	A	B	B	A	A	B	A	B	A	A	A	B	B	A	A	A	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	A	B	A	A	B	B	A	B	B	A	A	B	B	B	B	A	B	B	A	A	B	A	B	B	A	A	B	B	B	A	A	B	B
